,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
1635,0.732875474,0.464626288,0.7945067,0.716283617,0.847698376,0.195934049,0.042154365,0.002498223,0.749295151,0.588095339,0.773117255,0.732875474,0.726510246,0.040379379,0.880415455,0.503906422,0.161290323,0.318441744,0.315450644,0.327390374,0
1636,0.6850904,0.400200245,0.715738111,0.692700416,0.738920192,0.114946743,0.084055235,0.008917248,0.655680392,0.521979654,0.754398827,0.6850904,0.653735674,0.030819231,0.98152577,0.099004245,0.006451613,0.233023588,0.233190272,0.078587879,0
1637,0.763526325,0.526720534,0.824571812,0.75100232,0.901251587,0.211778161,0.037863667,0.00160943,0.752272077,0.561145079,0.813868613,0.763526325,0.419286397,0.031382615,0.98152577,0.279093231,0.006451613,0.298784846,0.298998569,0.162560945,0
1638,0.730155916,0.34957167,0.777024286,0.699831862,0.791159379,0.15820058,0.04929309,0.003118951,0.704417166,0.518775076,0.797385621,0.730155916,0.697578433,0.057897179,0.98152577,0.096225999,0.006451613,0.094353109,0.094420601,0.125387131,0
1639,0.587556779,0.506381997,0.608731172,0.570812998,0.733046959,0.235984262,0.082195451,0.009467394,0.865090084,0.82046188,0.556690501,0.587556779,0.466559131,0.033036271,0.75105373,0.06144339,0.006451613,0.016440315,0.016452074,0.358065428,0
1640,0.679269639,0.441492314,0.755106067,0.657255769,0.773339752,0.185185724,0.055929315,0.004237586,0.790138858,0.664432495,0.716328066,0.679269639,0.710222271,0.052493674,0.904449874,0.106360627,0.006451613,0.16154396,0.161659514,0.101929636,0
1641,0.740038932,0.410020938,0.776469078,0.733332449,0.825376954,0.156556846,0.059011763,0.004864521,0.717238434,0.543012897,0.717916137,0.740038932,0.729065069,0.307710026,0.904449874,0.067235745,0.006451613,0.017155111,0.017167382,0.17336167,0
1642,0.646290049,0.424633984,0.704436422,0.628152705,0.745655807,0.188594297,0.03715073,0.001643924,0.841656485,0.730731159,0.751389992,0.646290049,0.655639265,0.062802085,0.791560937,0.129633286,0.023655914,0.178699071,0.178469242,0.127648129,0
1643,0.714984092,0.471503952,0.731576282,0.598548954,0.891698273,0.36102761,0.028284895,0.001109419,0.825199423,0.673412564,0.516682555,0.714984092,0.453219585,0.038616557,0.954962891,0.059778668,0.023655914,0.012151537,0.011802575,0.342509856,0
1644,0.744710312,0.359612186,0.806055525,0.741285015,0.80146858,0.12509837,0.063560652,0.004585738,0.662680211,0.502815215,0.758713137,0.744710312,0.693186823,0.046681565,0.98152577,0.076936659,0.212903226,0.020729092,0.016452074,0.12148805,0
1645,0.701138479,0.454136479,0.780768182,0.714009945,0.799797514,0.151837184,0.066845247,0.005366765,0.727182456,0.590528645,0.825363825,0.701138479,0.635874937,0.032783967,0.98152577,0.06739537,0.006451613,0.02108649,0.021101574,0.130365737,0
1646,0.699899767,0.535281082,0.783538492,0.677444217,0.82589141,0.215166433,0.048016239,0.003327107,0.839652289,0.712771594,0.825782093,0.699899767,0.559597319,0.033205326,0.880415455,0.163853686,0.006451613,0.167977127,0.168097282,0.150089122,0
1647,0.715959351,0.435125483,0.782970961,0.659463906,0.838679515,0.246265411,0.0338233,0.001506089,0.79896862,0.674556224,0.871275328,0.715959351,0.66264423,0.043692161,0.834599844,0.067799603,0.350537634,0.011436741,0.004291845,0.347579447,0
1648,0.527640568,0.70136324,0.691067703,0.246140347,0.773246643,0.612558604,0.043894618,0.003125456,0.903869727,0.836101063,0.739946381,0.527640568,0.726757242,0.165818364,0.791560937,0.098452208,0.023655914,0.038598999,0.038268956,0.262046927,0
1649,0.359077004,0.617719427,0.383727254,0.172793048,0.611408912,0.531849677,0.030833852,0.001913477,0.947400994,0.92953095,0.057208238,0.359077004,0.605629914,0.040180066,0.771005041,0.312324621,0.006451613,0.251608292,0.251788269,0.155160715,0
1650,0.362907075,0.689630194,0.31986202,0.161094474,0.648540947,0.580029272,0.033702697,0.00209629,0.935754793,0.901371725,0.122974261,0.362907075,0.699075914,0.084904057,0.857144034,0.092137207,0.023655914,0.033595425,0.033261803,0.542672427,0
1651,0.608039843,0.64231865,0.7254535,0.436592943,0.806516144,0.44680218,0.054988046,0.005277652,0.880647635,0.817293835,0.698569857,0.608039843,0.764772083,0.22509048,0.98152577,0.230412712,0.023655914,0.166547534,0.166309013,0.265595546,0
1652,0.439712068,0.713656974,0.522811537,0.175723123,0.748202978,0.661485085,0.030183658,0.00202554,0.985556367,1,0.863468635,0.439712068,0.870880032,0.816472495,0.904449874,0.112070067,0.023655914,0.035739814,0.035407725,0.357510288,0
1653,0.450612656,0.656866852,0.523789231,0.230006106,0.691724207,0.550262567,0.034705284,0.002698394,0.966495618,0.948362081,0.715542522,0.450612656,0.682710616,0.096473004,0.98152577,0.174220107,0.040860215,0.17691208,0.176323319,0.164925059,0
1654,0.496104056,0.707954835,0.579585426,0.246023513,0.780372778,0.619592006,0.013492928,0.000593179,0.97681848,0.969134247,0.698224852,0.496104056,0.674764172,0.035467146,0.98152577,0.170003468,0.006451613,0.177984274,0.178111588,0.162772598,0
1655,0.463083457,0.669287584,0.653515467,0.193504901,0.684544081,0.581250932,0.056047377,0.00430051,0.811632126,0.716983154,0.691321499,0.463083457,0.594681607,0.292792608,0.771005041,0.240249708,0.006451613,0.136883488,0.136981402,0.247830239,0
1656,0.455914062,0.706310058,0.592372273,0.186992111,0.740549848,0.642344916,0.040363391,0.002643907,0.938798004,0.912795861,0.026143791,0.455914062,0.713909904,0.117058146,0.954962891,0.100945622,0.006451613,0.041100786,0.041130186,0.28949007,0
1657,0.524732043,0.745750487,0.720433139,0.215966852,0.800646941,0.670508568,0.036205943,0.002644275,0.903177472,0.821474983,0.783161239,0.524732043,0.698325893,0.170453782,0.98152577,0.253718826,0.006451613,0.225518227,0.225679542,0.210058541,0
1658,0.517506978,0.681545865,0.666706851,0.248876332,0.753233031,0.590301828,0.067789275,0.009366209,0.930117626,0.890253249,0.753950339,0.517506978,0.789271212,0.03842491,0.880415455,0.079849923,0.006451613,0.030021444,0.030042918,0.40253508,0
1659,0.329547604,0.755118294,0.242168103,0.097259835,0.660993804,0.658480781,0.050818334,0.003368455,0.862832854,0.796426102,0.073656846,0.329547604,0.743011044,0.105058308,0.98152577,0.119178989,0.006451613,0.032523231,0.032546495,0.380100224,0
1660,0.562210352,0.648400791,0.705967798,0.345155723,0.764058845,0.500694328,0.048441726,0.003953757,0.892869585,0.82077013,0.708507671,0.562210352,0.753490559,0.271348819,0.904449874,0.119073052,0.058064516,0.041815583,0.040772532,0.337875856,0
1661,0.361911315,0.726821068,0.441829173,0.094905336,0.655178663,0.655288569,0.059332439,0.004845497,0.842147843,0.793640501,0.026119403,0.361911315,0.705411667,0.394795494,0.880415455,0.111990415,0.006451613,0.032165833,0.032188841,0.432679118,0
1662,0.275637915,0.636824817,0.217117896,0.131720414,0.507309161,0.47358506,0.032708595,0.001374474,0.900129189,0.841884265,0.09383378,0.275637915,0.674651934,0.061269428,0.857144034,0.175531524,0.006451613,0.194424589,0.194563662,0.191705614,0
1663,0.447116488,0.756986999,0.478460928,0.168903822,0.748992717,0.66934155,0.036445768,0.002455002,0.908328707,0.85473981,0.663615561,0.447116488,0.763550106,0.090692245,0.98152577,0.131809925,0.040860215,0.048606147,0.047925608,0.324827445,0
1664,0.240870914,0.629920017,0.187880407,0.097051687,0.464213255,0.467831939,0.068637372,0.006254315,0.848446107,0.778491647,0.053695955,0.240870914,0.74510428,0.178425736,0.880415455,0.279466093,0.006451613,0.154395997,0.154506438,0.278966361,0
1665,0.404404174,0.725201343,0.427912736,0.152685815,0.721650883,0.659684527,0.055353088,0.005505137,0.930707664,0.918207676,0.017412935,0.404404174,0.72443602,0.276454483,0.880415455,0.123317149,0.006451613,0.144388849,0.144492132,0.195391761,0
1666,0.450959507,0.61689097,0.609378129,0.213618412,0.668971917,0.54523356,0.052755879,0.004061593,0.878043704,0.824111322,0.707100592,0.450959507,0.6967067,0.123781099,0.880415455,0.159346723,0.006451613,0.145103645,0.145207439,0.193465796,0
1667,0.378745524,0.728099824,0.336511924,0.141269416,0.728290186,0.677994615,0.03967268,0.002904732,0.927291064,0.881619345,0.041302621,0.378745524,0.749150195,0.035556588,0.98152577,0.294822335,0.006451613,0.247319514,0.247496423,0.202778595,0
1668,0.519881786,0.730443467,0.700835645,0.220949849,0.797162567,0.661947792,0.030399283,0.001538205,0.909012675,0.852538243,0.745874587,0.519881786,0.747866723,0.048901808,0.954962891,0.148841315,0.006451613,0.121515368,0.121602289,0.094149768,0
1669,0.504667512,0.706745204,0.643584566,0.220322916,0.788757789,0.654447528,0.023700275,0.000869622,0.933077217,0.886757155,0.851084813,0.504667512,0.661652777,0.105058308,0.812749322,0.127300817,0.006451613,0.04431737,0.04434907,0.363276583,0
1670,0.589066364,0.738611928,0.704289187,0.282677196,0.845918065,0.645055786,0.034972495,0.002017482,0.874172523,0.782837766,0.830750894,0.589066364,0.754421503,0.1485909,0.929285441,0.159995846,0.006451613,0.137955683,0.138054363,0.197278993,0
1671,0.326343083,0.674674223,0.312107836,0.119569625,0.620196909,0.595713326,0.053471961,0.004603982,0.932670852,0.908173697,0.044682752,0.326343083,0.659558639,0.041185489,0.929285441,0.092003877,0.006451613,0.045032166,0.045064378,0.354801877,0
1672,0.431520644,0.70349362,0.430994864,0.209273689,0.711939581,0.591427091,0.020447438,0.001104851,0.971414838,0.944611561,0.060355781,0.431520644,0.683003005,0.04656746,0.98152577,0.09961484,0.006451613,0.050750536,0.050786838,0.285756463,0
1673,0.463667423,0.68484139,0.588649569,0.214021066,0.748119661,0.621583434,0.035494135,0.002454446,0.924868978,0.877054165,0.780743565,0.463667423,0.801307916,0.306160164,0.98152577,0.178602957,0.006451613,0.144388849,0.144492132,0.218399849,0
1674,0.506217308,0.715484847,0.66628435,0.229031348,0.803107783,0.659311438,0.062034628,0.007659891,0.921058681,0.888540455,0.824723247,0.506217308,0.759139956,0.185635109,0.929285441,0.21441183,0.006451613,0.162616154,0.162732475,0.223320091,0
1675,0.438145654,0.685655044,0.443022842,0.210831882,0.748812459,0.625571405,0.03813726,0.00310695,0.955092265,0.924950263,0.764993026,0.438145654,0.756863643,0.1630188,0.98152577,0.192973656,0.040860215,0.14224446,0.141630901,0.260955426,0
1676,0.559672043,0.797357624,0.722921286,0.208300145,0.886175324,0.761437511,0.034925015,0.002183641,0.878534935,0.804716887,0.975292588,0.559672043,0.763240913,0.053009618,0.98152577,0.166850585,0.006451613,0.144746247,0.144849785,0.253618409,0
1677,0.506856315,0.67001022,0.701622008,0.235410046,0.738787521,0.590292319,0.045163529,0.003548879,0.832799075,0.72996627,0.699642431,0.506856315,0.673706119,0.165252588,0.771005041,0.222614581,0.040860215,0.160829164,0.160228898,0.225180784,0
1678,0.697013134,0.616035442,0.792015835,0.606928257,0.872571259,0.333763059,0.164099313,0.052925734,0.726145751,0.620185203,0.178823529,0.697013134,0.609420459,0.032366839,0.98152577,0.07369522,0.109677419,0.035382416,0.033261803,0.314000971,0
1679,0.706235356,0.577768714,0.774929682,0.740691557,0.864770255,0.187114233,0.226012256,0.085539267,0.656106,0.530790376,0.178807947,0.706235356,0.540549413,0.031789846,0.98152577,0.043328184,0.109677419,0.03466762,0.032546495,0.178755144,0
1680,0.61975802,0.47873608,0.718424455,0.551248327,0.746573548,0.269446887,0.19062118,0.063897766,0.701037508,0.662345178,0.179337232,0.61975802,0.337519609,0.035467146,0.98152577,0.034145726,0.109677419,0.012866333,0.010729614,0.275415333,0
1681,0.451686922,0.607905625,0.476882839,0.279370336,0.713850184,0.52039626,0.114350162,0.033513799,0.968308356,0.974312375,0.179245283,0.451686922,0.450187064,0.038712692,0.98152577,0.041559853,0.092473118,0.022873481,0.021101574,0.178876334,0
1682,0.530289787,0.619541431,0.659353184,0.328231714,0.761145138,0.515465192,0.226979348,0.102992538,0.92161315,0.896958209,0.17877095,0.530289787,0.467285124,0.032449929,0.880415455,0.052017724,0.109677419,0.026090064,0.023962804,0.305835588,0
1683,0.249003566,0.78530375,0.196752468,0.023079828,0.55354351,0.631390206,0.660910049,0.443869126,0.556476658,0.744812123,0,0.249003566,0.738718423,0.037106161,0.98152577,0,0.006451613,0,0,0,0
1684,0.492157606,0.64217067,0.597420649,0.244296248,0.719736944,0.562574853,0.248257601,0.111398656,0.922648994,0.906613776,0.178785287,0.492157606,0.480153701,0.035022715,0.98152577,0.052223571,0.109677419,0.033952823,0.031831187,0.190482103,0
1685,0.599131915,0.567383015,0.708766427,0.454786499,0.772554419,0.394944342,0.183242483,0.061750158,0.767647498,0.703635441,0.178642715,0.599131915,0.513727262,0.035467146,0.834599844,0.080335467,0.109677419,0.035025018,0.032904149,0.407131281,0
1686,0.609262106,0.580326713,0.686407891,0.407754735,0.784940186,0.455859745,0.152184265,0.037728296,0.763271366,0.717954883,0.179389313,0.609262106,0.509598282,0.035556588,0.98152577,0.069426491,0.109677419,0.026804861,0.024678112,0.267833794,0
1687,0.594375596,0.558869148,0.695294909,0.429510919,0.785743067,0.434017184,0.329044441,0.173171198,0.854407038,0.814265676,0.17877095,0.594375596,0.503008403,0.039882734,0.98152577,0.056907118,0.109677419,0.029664046,0.027539342,0.318900154,0
1688,0.558817844,0.726559111,0.75216571,0.234424054,0.819848481,0.669941761,0.046293428,0.003542449,0.856598111,0.780621244,0.752487562,0.558817844,0.73643826,0.212772336,0.880415455,0.309865372,0.006451613,0.161186562,0.16130186,0.425484805,0
1689,0.61660152,0.789985766,0.743684448,0.284365792,0.906692892,0.702247962,0.031538315,0.001210049,0.819802907,0.706346643,0.214592275,0.61660152,0.620060279,0.032118566,0.98152577,0.200691532,0.006451613,0.130092924,0.13018598,0.319328386,0
1690,0.592612102,0.715369746,0.757632763,0.294831606,0.835784095,0.622588722,0.02997851,0.001311546,0.873860767,0.78386087,0.712753278,0.592612102,0.810986507,0.271348819,0.880415455,0.147176593,0.040860215,0.048963545,0.048283262,0.285397102,0
1691,0.413471669,0.719627582,0.573716928,0.112488421,0.691382952,0.672122279,0.045125435,0.002787647,0.847330961,0.763742913,0.028598665,0.413471669,0.714907673,0.127926078,0.880415455,0.11342155,0.006451613,0.139027877,0.139127325,0.144875634,0
1692,0.547552322,0.749513555,0.715577023,0.209700528,0.818751075,0.694583988,0.037818115,0.00228594,0.870403702,0.775653535,0.822688275,0.547552322,0.800935081,0.038809035,0.98152577,0.124068384,0.006451613,0.044674768,0.044706724,0.271135802,0
1693,0.397565479,0.734918397,0.365726562,0.144892456,0.711067116,0.657522168,0.04186129,0.004955237,0.883891579,0.779664492,0.699714013,0.397565479,0.744951676,0.034234238,0.880415455,0.105495476,0.006451613,0.036097212,0.036123033,0.344808991,0
