,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
10,0.555614551,0.552880878,0.628114408,0.409525414,0.753909122,0.423920395,0.024222579,0.001457516,0.931178419,0.86447271,0.344137274,0.555614551,0.183052912,0.063270127,0.082684814,0.153367709,0.006451613,0.128305933,0.128397711,0.214506173,1
11,0.468393388,0.605621174,0.465742496,0.352402528,0.693175991,0.424407264,0.042940278,0.003229649,0.934279502,0.887236707,0.043218085,0.468393388,0.267115352,0.048189776,0.904449874,0.08077687,0.006451613,0.124017155,0.124105866,0.141950931,1
12,0.462689869,0.645067193,0.452699185,0.335532339,0.72131811,0.469244445,0.035768068,0.002248869,0.924046138,0.867520968,0.387264457,0.462689869,0.203649468,0.036097184,0.626291532,0.160636979,0.023655914,0.229092209,0.228898426,0.094918981,1
13,0.669918011,0.430077497,0.719195573,0.520439504,0.809401649,0.362420274,0.035499221,0.002605758,0.81692386,0.620554124,0.785095321,0.669918011,0.417081013,0.078354723,0.98152577,0.430290677,0.006451613,0.127948535,0.128040057,0.446763031,1
14,0.678842348,0.501693383,0.720311747,0.521693334,0.855472584,0.405802615,0.099074617,0.025480047,0.828787066,0.663124441,0.178526048,0.678842348,0.25942262,0.056910934,0.98152577,0.419654501,0.43655914,0.308077198,0.299356223,0.149437621,1
15,0.637082062,0.526754727,0.718879491,0.466874678,0.803967105,0.412843895,0.125588086,0.045655391,0.872508376,0.742281104,0.178669599,0.637082062,0.2552885,0.044015185,0.812749322,0.546968835,0.006451613,0.319871337,0.320100143,0.224492494,1
16,0.715350668,0.48939261,0.787118797,0.534366611,0.873710354,0.410314929,0.041076216,0.004409712,0.821445214,0.622699858,0.179033356,0.715350668,0.31722482,0.039981628,0.98152577,0.483513573,0.006451613,0.288777698,0.288984263,0.273259187,1
17,0.622796419,0.583101071,0.56676174,0.49434685,0.870503553,0.44881565,0.088638082,0.018123368,0.814901128,0.681764893,0.214137214,0.622796419,0.132656809,0.030342479,0.904449874,0.033380111,0.006451613,0.025732666,0.025751073,0.148389687,1
18,0.609096855,0.575354165,0.53803773,0.467497581,0.854048004,0.460771675,0.074098433,0.01255502,0.804914696,0.648669077,0.214403518,0.609096855,0.15333945,0.030580153,0.731680718,0.047035974,0.006451613,0.142601858,0.142703863,0.063854837,1
19,0.634056336,0.56741582,0.569806315,0.499564443,0.873178207,0.445984835,0.077008478,0.014369751,0.790094283,0.597216592,0.21438142,0.634056336,0.18983903,0.030500773,0.610344484,0.062793231,0.006451613,0.128663331,0.128755365,0.073064944,1
20,0.629914443,0.604058797,0.666380702,0.484955228,0.878095407,0.465944365,0.081715612,0.01377365,0.767995839,0.603187077,0.21411902,0.629914443,0.208754581,0.030819231,0.550543055,0.077313549,0.006451613,0.032523231,0.032546495,0.252119056,1
21,0.668926015,0.577918263,0.632664503,0.519769046,0.916300669,0.466802996,0.070715043,0.007810806,0.725853328,0.543931335,0.214131607,0.668926015,0.236600293,0.032783967,0.98152577,0.068488192,0.006451613,0.168691923,0.168812589,0.06428747,1
22,0.586382069,0.558101883,0.537734235,0.460107226,0.800364022,0.416385677,0.099639795,0.020332254,0.774058613,0.627181934,0.214076246,0.586382069,0.038316333,0.030421548,0.536515559,0.017563219,0.006451613,0.020014296,0.020028612,0.098349838,1
23,0.617912721,0.585509247,0.539774102,0.500813351,0.898735253,0.469475059,0.0773502,0.008945108,0.719887064,0.559622789,0.214086471,0.617912721,0.121562802,0.030500773,0.509474604,0.031781064,0.006451613,0.025375268,0.025393419,0.17352612,1
24,0.571679713,0.601088839,0.534862241,0.488411181,0.842853727,0.428168683,0.176715322,0.063801633,0.798776386,0.658198517,0.214565388,0.571679713,0.238252044,0.032533187,0.98152577,0.067441506,0.006451613,0.180486061,0.180615165,0.079248957,1
25,0.591878774,0.588159399,0.543632129,0.479404512,0.856871386,0.451129782,0.11759502,0.031825634,0.830168504,0.703600715,0.21416007,0.591878774,0.150475673,0.030184805,0.857144034,0.045948019,0.006451613,0.048248749,0.048283262,0.135059442,1
26,0.61491879,0.59097378,0.701270974,0.471344222,0.848518879,0.451409157,0.119367943,0.033518396,0.784263691,0.628777524,0.214163823,0.61491879,0.14766748,0.033120713,0.954962891,0.047671596,0.006451613,0.164760543,0.164878398,0.054528074,1
27,0.612284693,0.551180552,0.528247561,0.508144502,0.890882023,0.454235229,0.084939913,0.009385412,0.672395006,0.546943832,0.45766974,0.612284693,0.412108258,0.031220851,0.69457185,0.111021849,0.006451613,0.032165833,0.032188841,0.426174962,1
28,0.604347585,0.562150298,0.522535862,0.493468973,0.854811142,0.434507742,0.05928775,0.004652962,0.719604502,0.623530449,0.48136646,0.604347585,0.354185021,0.033290111,0.904449874,0.098602788,0.006451613,0.03073624,0.030758226,0.412686294,1
29,0.666623543,0.541778488,0.525118043,0.523282123,0.908936145,0.456007078,0.076863729,0.007741156,0.470376555,0.343088804,0.47706422,0.666623543,0.390188864,0.03738544,0.424295593,0.076969764,0.006451613,0.022873481,0.022889843,0.353121211,1
30,0.536812815,0.574428697,0.587772191,0.374324643,0.743610108,0.450531482,0.021512037,0.001113175,0.96392482,0.956102217,0.774193548,0.536812815,0.065041368,0.033375069,0.579677085,0.086020746,0.006451613,0.046461758,0.046494993,0.205224656,1
31,0.601132915,0.59434447,0.526701004,0.49306893,0.876836103,0.456286577,0.090797425,0.011128514,0.727911097,0.649493305,0.453642384,0.601132915,0.396298844,0.038616557,0.98152577,0.090407496,0.006451613,0.028591851,0.028612303,0.356616512,1
32,0.643633445,0.549873989,0.53233601,0.529419267,0.926504369,0.466666013,0.103943476,0.014988564,0.567497819,0.455342447,0.48003992,0.643633445,0.423794731,0.034934381,0.71286122,0.084749503,0.006451613,0.029306648,0.029327611,0.218192255,1
33,0.63969647,0.548649121,0.541442792,0.498954198,0.885432034,0.45850482,0.070408758,0.006150207,0.561919602,0.496030078,0.428571429,0.63969647,0.379629034,0.03591623,0.834599844,0.268212917,0.006451613,0.190493209,0.190629471,0.220744157,1
34,0.636102221,0.56504591,0.516319499,0.515857083,0.910528056,0.465271429,0.09025358,0.010979053,0.562821987,0.468901403,0.475753604,0.636102221,0.378796305,0.033802459,0.731680718,0.080387397,0.006451613,0.028591851,0.028612303,0.45314429,1
35,0.567467475,0.587244441,0.542971499,0.490331561,0.852080957,0.435121798,0.053544419,0.003672453,0.749885922,0.676940817,0.477272727,0.567467475,0.355295783,0.044449354,0.371138767,0.123753536,0.006451613,0.119013581,0.119098712,0.232542728,1
36,0.605802638,0.504144905,0.584475473,0.549505878,0.722617834,0.248023025,0.051883656,0.003262734,0.679409913,0.553320939,0.48037889,0.605802638,0.478840032,0.035199933,0.904449874,0.078569852,0.006451613,0.027162259,0.027181688,0.372798557,1
37,0.628413212,0.548357215,0.538045587,0.536658035,0.90863984,0.441811884,0.126149107,0.022186597,0.573488987,0.537389484,0.48540146,0.628413212,0.457725309,0.573511294,0.391715603,0.085808872,0.28172043,0.02501787,0.019313305,0.24937446,1
38,0.583762421,0.491064776,0.526657873,0.542521534,0.711592818,0.244591497,0.121534155,0.018753588,0.539088632,0.48744442,0.491268917,0.583762421,0.416381307,0.036006612,0.447249677,0.061046127,0.006451613,0.031093638,0.03111588,0.273954244,1
39,0.617898791,0.553707187,0.539577898,0.520326581,0.880348449,0.431351805,0.075301792,0.007430602,0.711744329,0.592666198,0.472709552,0.617898791,0.395251425,0.032867899,0.834599844,0.10870045,0.006451613,0.041458184,0.04148784,0.183994519,1
40,0.623522881,0.516612258,0.536852848,0.530004405,0.881330244,0.42224143,0.080636343,0.008915704,0.636620123,0.480582382,0.489526765,0.623522881,0.470245167,0.031220851,0.904449874,0.103680816,0.006451613,0.031451036,0.031473534,0.293038324,1
41,0.507756894,0.5138538,0.441527318,0.392019044,0.739204109,0.427859919,0.071179702,0.008563683,0.830127855,0.713472027,0.433188316,0.507756894,0.142792679,0.031708075,0.791560937,0.114905399,0.006451613,0.190850608,0.190987124,0.101965634,1
42,0.60162539,0.475959876,0.596000491,0.471912781,0.809621267,0.41308965,0.05712132,0.005254675,0.818579951,0.688841022,0.433539413,0.60162539,0.253286478,0.030184805,0.857144034,0.139571838,0.006451613,0.128663331,0.128755365,0.10679474,1
43,0.539895605,0.496673351,0.536201003,0.400036837,0.731231652,0.411790501,0.063927727,0.009054741,0.853510664,0.734927298,0.433290978,0.539895605,0.219868957,0.031626467,0.791560937,0.203330462,0.178494624,0.215868477,0.212446352,0.129036451,1
44,0.607516732,0.521206859,0.62714632,0.468414126,0.803035492,0.410339624,0.062974456,0.00496791,0.772032126,0.65844336,0.433284457,0.607516732,0.253492151,0.03203614,0.904449874,0.066559026,0.006451613,0.028234453,0.028254649,0.248777258,1
45,0.514345608,0.51340356,0.475197784,0.382970627,0.682781113,0.382541239,0.09041074,0.015929087,0.838211878,0.743092216,0.433166548,0.514345608,0.23049387,0.031059727,0.98152577,0.239987777,0.006451613,0.238741959,0.238912732,0.149319417,1
46,0.5630543,0.493792259,0.48882191,0.44859679,0.787388009,0.415767869,0.083201835,0.011829785,0.796251224,0.658806258,0.432905484,0.5630543,0.136729476,0.032366839,0.929285441,0.086890781,0.006451613,0.060757684,0.060801144,0.195304853,1
47,0.586888906,0.533149022,0.532054265,0.446962204,0.800522797,0.430207406,0.045044126,0.004252475,0.861870905,0.739030894,0.43313709,0.586888906,0,0.033460199,0.626291532,0.052486908,0.058064516,0.030378842,0.029327611,0.124665363,1
48,0.563342219,0.507695932,0.59974994,0.421754683,0.764567403,0.421542726,0.051987676,0.004692289,0.836419369,0.715458001,0.432947583,0.563342219,0.25171256,0.030899238,0.98152577,0.155933919,0.006451613,0.314510365,0.314735336,0.097533275,1
49,0.465287514,0.557810524,0.435076363,0.349236171,0.684334124,0.419123452,0.054050229,0.006266417,0.923145546,0.856228091,0.21402214,0.465287514,0.113922946,0.033120713,0.141501279,0.168836901,0.058064516,0.213009292,0.212088698,0.185587831,1
50,0.488062144,0.575795544,0.467035216,0.358882657,0.708501255,0.432534039,0.040786072,0.003947654,0.937078388,0.888657978,0.214990138,0.488062144,0.237858849,0.046113711,0.594811646,0.286618112,0.006451613,0.213009292,0.21316166,0.228436795,1
51,0.451876574,0.554451575,0.407402485,0.353742033,0.682859507,0.413008128,0.094843592,0.013051,0.862010245,0.801567716,0.366440933,0.451876574,0.193252639,0.03842491,0.550543055,0.205941293,0.023655914,0.203002144,0.2027897,0.232901874,1
52,0.482136461,0.562358372,0.455163842,0.366203373,0.686474049,0.403557157,0.061369329,0.008423302,0.929632346,0.865214031,0.214739517,0.482136461,0.251711701,0.061877479,0.75105373,0.301189507,0.006451613,0.235525375,0.235693848,0.256483945,1
53,0.481283398,0.578276786,0.492434111,0.365677966,0.690171042,0.407689317,0.055251874,0.006785888,0.936681143,0.878252083,0.214446953,0.481283398,0.295237564,0.087161354,0.71286122,0.327768704,0.075268817,0.266261615,0.265021459,0.180202554,1
54,0.540648072,0.555446604,0.53393632,0.413608849,0.765789931,0.431198253,0.046760649,0.003872896,0.887872695,0.803588764,0.214465938,0.540648072,0.311367809,0.076962699,0.98152577,0.210479852,0.006451613,0.123302359,0.123390558,0.221760005,1
55,0.501875488,0.605130158,0.507383343,0.354609601,0.73268676,0.460435493,0.056955853,0.007240489,0.929848415,0.871513728,0.214076246,0.501875488,0.26420543,0.030342479,0.98152577,0.309392439,0.006451613,0.24803431,0.248211731,0.29059874,1
56,0.498181229,0.600852045,0.497891081,0.365733974,0.714328794,0.431062644,0.076792395,0.021020464,0.958539746,0.901622937,0.214111922,0.498181229,0.261898934,0.059192188,0.929285441,0.265725006,0.006451613,0.228020014,0.228183119,0.171260316,1
57,0.388741302,0.706705874,0.428621405,0.123245377,0.747641057,0.715504548,0.055534476,0.004892467,0.793150821,0.635612194,0.421083979,0.388741302,0.413696633,0.054455539,0.954962891,0.195128897,0.006451613,0.170121515,0.170243205,0.271587647,1
58,0.454695883,0.702188476,0.462529144,0.201350199,0.806409917,0.691296183,0.036044156,0.002248919,0.878845219,0.772818129,0.410041841,0.454695883,0.432517244,0.262787611,0.834599844,0.373215626,0.006451613,0.19621158,0.196351931,0.396049648,1
59,0.288231746,0.562081573,0.282719775,0.177500168,0.439898558,0.360600679,0.011214768,0,0.951499382,0.89035086,0.041624875,0.288231746,0.339394846,0.031708075,0.904449874,0.365761015,0.006451613,0.198355969,0.198497854,0.369878212,1
60,0.404816943,0.637224744,0.412453868,0.230972432,0.687429217,0.545091934,0.064644705,0.006487171,0.862333163,0.786240429,0.399548533,0.404816943,0.325023556,0.075216607,0.954962891,0.187201617,0.006451613,0.19621158,0.196351931,0.243115679,1
61,0.491701053,0.535674771,0.451125914,0.41074999,0.730035511,0.399491161,0.047752654,0.003512751,0.836783764,0.711230842,0.380151388,0.491701053,0.358376709,0.1212423,0.929285441,0.37589936,0.195698925,0.208363117,0.204577969,0.375731966,1
62,0.490334734,0.69223137,0.457055989,0.388477902,0.822936109,0.512756864,0.051885431,0.004528064,0.830416478,0.680220692,0.403892944,0.490334734,0.300404468,0.08997163,0.904449874,0.218641948,0.006451613,0.208720515,0.208869814,0.200989346,1
63,0.501363951,0.717168483,0.47450974,0.359091764,0.827864491,0.548091758,0.038083338,0.002249961,0.854523036,0.725151966,0.413905133,0.501363951,0.264939378,0.030421548,0.98152577,0.236800083,0.006451613,0.227305218,0.227467811,0.17890845,1
64,0.579438258,0.681756741,0.528169772,0.453573036,0.895710744,0.515660266,0.041546368,0.002379264,0.841411261,0.692568624,0.960637301,0.579438258,0.337543632,0.03475826,0.834599844,0.200460321,0.006451613,0.209077913,0.209227468,0.202941737,1
65,0.48922217,0.668080217,0.472798467,0.395929153,0.803462597,0.486121186,0.048850507,0.00389303,0.85262735,0.737926336,0.401715511,0.48922217,0.418343434,0.22788168,0.834599844,0.136526153,0.006451613,0.124017155,0.124105866,0.167720206,1
66,0.480685231,0.645536511,0.452868714,0.392216016,0.777778313,0.465069767,0.045760332,0.00324659,0.868345049,0.756490811,0.390695067,0.480685231,0.339057146,0.04679594,0.880415455,0.214180449,0.006451613,0.185489635,0.185622318,0.200810044,1
67,0.604318291,0.297332405,0.602707815,0.547293874,0.597677619,0.129138514,0.110461604,0.017094001,0.582399642,0.381399703,0.593535749,0.604318291,0.47368905,0.032201158,0.857144034,0.193334805,0.264516129,0.316297355,0.311158798,0.023217622,1
68,0.606756315,0.353217881,0.608542144,0.518969714,0.63950021,0.199154359,0.051396848,0.003872047,0.747339572,0.455288168,0.596036585,0.606756315,0.362390995,0.031789846,0.904449874,0.273017762,0.144086022,0.300214439,0.297567954,0.079569673,1
69,0.68820745,0.370717138,0.662526949,0.5915863,0.753428448,0.234153737,0.042216507,0.002413173,0.705457652,0.39841552,0.590232281,0.68820745,0.414222817,0.032867899,0.929285441,0.189999755,0.006451613,0.234810579,0.234978541,0.102777406,1
70,0.606337093,0.418121204,0.595242777,0.507363393,0.685108437,0.25545943,0.069100869,0.007220428,0.760191278,0.556089598,0.452996152,0.606337093,0.42029592,0.045108154,0.857144034,0.352797686,0.006451613,0.312723374,0.312947067,0.062607516,1
71,0.622071686,0.442921171,0.550317089,0.507155294,0.826524311,0.392840673,0.076563715,0.008771449,0.70346771,0.444696341,0.462706565,0.622071686,0.420220683,0.084461465,0.564925677,0.098806512,0.006451613,0.03073624,0.030758226,0.216169011,1
72,0.603133077,0.475311409,0.682240152,0.434342506,0.771271695,0.414957114,0.050000642,0.004828212,0.806290294,0.600513432,0.329488465,0.603133077,0.258476523,0.056910934,0.834599844,0.213576316,0.470967742,0.237669764,0.228183119,0.02353516,1
73,0.76249757,0.358094857,0.79554192,0.749048303,0.838320327,0.152770352,0.049131965,0.003012017,0.694618021,0.434139183,0,0.76249757,0.601908098,0.030819231,0.954962891,0.35908188,0.144086022,0.255539671,0.25286123,0.360774173,1
74,0.461522991,0.498090068,0.367228518,0.343285141,0.66888972,0.410330981,0.113824704,0.018045092,0.713244288,0.584336208,0.300929235,0.461522991,0.140601107,0.035467146,0.904449874,0.063562128,0.006451613,0.098999285,0.0990701,0.049400774,1
75,0.71288687,0.343952945,0.721022599,0.63399164,0.770587475,0.206705394,0.038171818,0.002517592,0.737019022,0.403776419,0,0.71288687,0.529722884,0.058468937,0.812749322,0.2972118,0.006451613,0.307005004,0.307224607,0.227091867,1
76,0.697845771,0.393521436,0.659879582,0.577928387,0.887918753,0.378802234,0.036705651,0.001591415,0.672278837,0.324694413,0.593536358,0.697845771,0.453846218,0.035556588,0.731680718,0.269004004,0.264516129,0.303431022,0.298283262,0.136217949,1
77,0.684696079,0.383146187,0.689135426,0.609714286,0.795599574,0.25620835,0.041819634,0.005293581,0.797975631,0.484925493,0,0.684696079,0.429239606,0.044997718,0.929285441,0.606064886,0.006451613,0.319871337,0.320100143,0.339031253,1
78,0.75877481,0.386460496,0.798472052,0.673242283,0.869899697,0.262220839,0.080530534,0.010084041,0.72318179,0.466520166,0.859440143,0.75877481,0.56868782,0.053139414,0.929285441,0.20843081,0.333333333,0.291994282,0.285407725,0.128428926,1
79,0.643739409,0.383457333,0.648057963,0.599054449,0.746753075,0.219913912,0.04678842,0.003367311,0.803013246,0.590137328,0,0.643739409,0.515300819,0.052110086,0.857144034,0.270960966,0.006451613,0.299857041,0.300071531,0.204306812,1
80,0.687038479,0.454890956,0.714624928,0.540409719,0.848527439,0.379605612,0.043931813,0.006749792,0.804092796,0.534637984,0,0.687038479,0.460330809,0.078758054,0.98152577,0.591445597,0.161290323,0.307362402,0.304363376,0.375136479,1
81,0.676551337,0.315873547,0.661912031,0.616606386,0.722455872,0.178097211,0.042992585,0.002690831,0.692694166,0.329923353,0.662408759,0.676551337,0.504119867,0.052110086,0.904449874,0.348846833,0.298924731,0.311651179,0.305793991,0.220778283,1
82,0.74187576,0.404944158,0.772957264,0.630882132,0.891441181,0.327159357,0.03051451,0.001561353,0.755605986,0.443744955,0,0.74187576,0.617739798,0.043052704,0.98152577,0.368598024,0.316129032,0.301286633,0.295064378,0.277801744,1
83,0.71754474,0.399954282,0.790410741,0.564282726,0.834159011,0.340846799,0.198165798,0.084570383,0.694367395,0.350089042,0.321470245,0.71754474,0.137472355,0.030580153,0.69457185,0.051785102,0.195698925,0.0192995,0.015379113,0.152366619,1
84,0.739716519,0.367008748,0.768868681,0.622456226,0.851875299,0.297543796,0.112669438,0.037110025,0.774595786,0.321813289,0.321470245,0.739716519,0.139792388,0.031059727,0.522830198,0.04727715,0.195698925,0.016797713,0.012875536,0.189117761,1
85,0.718256709,0.345670578,0.765317149,0.618981674,0.805765982,0.256433253,0.117245177,0.033494621,0.714059122,0.307664337,0.321637427,0.718256709,0.056363162,0.033290111,0.610344484,0.054229593,0.195698925,0.029664046,0.025751073,0.113356921,1
86,0.729154237,0.412461386,0.780113161,0.603503122,0.867212399,0.332126621,0.147743041,0.055338875,0.785982414,0.427979407,0.321326472,0.729154237,0.125212133,0.030659689,0.857144034,0.052195983,0.195698925,0.029664046,0.025751073,0.142940727,1
87,0.734592352,0.391306988,0.789034906,0.598631296,0.864926564,0.334975049,0.1978368,0.087867648,0.762078909,0.343808384,0.321748879,0.734592352,0.043443649,0.030342479,0.659496344,0.047509447,0.195698925,0.016440315,0.012517883,0.105976264,1
88,0.729337659,0.377730478,0.764268936,0.616125956,0.859654065,0.311670718,0.113237483,0.032410817,0.723862687,0.326261575,0.321307012,0.729337659,0.151383461,0.033375069,0.834599844,0.075383133,0.006451613,0.09042173,0.090486409,0.125481872,1
89,0.728302568,0.35071104,0.761484265,0.661878018,0.835814847,0.240976748,0.152556685,0.04896408,0.702875269,0.320504687,0.321895425,0.728302568,0.142468473,0.032783967,0.904449874,0.084437924,0.006451613,0.147962831,0.14806867,0.087689722,1
90,0.750527489,0.373450202,0.813353139,0.629567979,0.841326574,0.279917621,0.107079984,0.024176355,0.678477279,0.291200106,0.321847507,0.750527489,0.310084458,0.04068,0.98152577,0.091260207,0.006451613,0.094353109,0.094420601,0.099737245,1
91,0.752806904,0.39615381,0.797767546,0.645351088,0.861807851,0.283372508,0.176053927,0.064187751,0.687615404,0.336313159,0.321847507,0.752806904,0.091010542,0.04179954,0.271845828,0.046695861,0.195698925,0.018942102,0.015021459,0.135964337,1
92,0.788385742,0.374352989,0.829335906,0.658648191,0.930804598,0.336469338,0.110340655,0.024665097,0.709132519,0.273866846,0.321776156,0.788385742,0.096039311,0.030979403,0.536515559,0.051320533,0.195698925,0.017155111,0.01323319,0.262203491,1
93,0.370297536,0.631145613,0.400407308,0.188195526,0.667513348,0.570252648,0.676512749,0.51223176,0.670908704,0.652504917,0,0.370297536,0.195425024,0.030184805,0.98152577,0,0.006451613,0,0,0,1
94,0.313650143,0.648886771,0.366891903,0.091193086,0.630289845,0.635007782,0.804169331,0.689629055,0.635511278,0.640990118,0,0.313650143,0.177693413,0.032700205,0.929285441,0,0.006451613,0,0,0,1
95,0.319446016,0.649564574,0.366884975,0.100903094,0.633320795,0.627851499,0.710258602,0.54501279,0.627490022,0.669803736,0,0.319446016,0.111722913,0.03203614,0.676790517,0,0.006451613,0,0,0,1
96,0.376099377,0.667828595,0.380576741,0.183278595,0.681668873,0.589095103,0.773136647,0.619585546,0.596989917,0.703760079,0,0.376099377,0.205390153,0.033888462,0.413196915,0,0.006451613,0,0,0,1
97,0.203825843,0.645491918,0.200880523,0.03269042,0.376146677,0.449333225,0.455395404,0.306577845,0.687706433,0.65107758,0,0.203825843,0.174760682,0.031059727,0.954962891,5.63E-05,0.006451613,0.000357398,0.000357654,0.046631777,1
98,0.431196243,0.665754812,0.423535016,0.332044289,0.702363593,0.454486457,0.797004628,0.684169402,0.66470074,0.679338407,0,0.431196243,0.191217084,0.035199933,0.771005041,0,0.006451613,0,0,0,1
99,0.27088129,0.675227516,0.303233122,0.070261382,0.564894614,0.593342392,0.583089737,0.439986058,0.827068338,0.807342718,0,0.27088129,0.248424903,0.034060996,0.954962891,0.000126115,0.006451613,0.000714796,0.000715308,0.052318579,1
100,0.380681691,0.651195987,0.395276448,0.242743352,0.649574334,0.496135997,0.643630353,0.426795694,0.477622671,0.581215853,0,0.380681691,0.140801219,0.030979403,0.904449874,0,0.006451613,0,0,0,1
101,0.31874465,0.707792854,0.35842683,0.056083661,0.646370809,0.687110878,0.685834586,0.469168711,0.469322647,0.645443028,0,0.31874465,0.216164782,0.030979403,0.904449874,0,0.006451613,0,0,0,1
102,0.290621642,0.641259872,0.348735536,0.117239539,0.580834733,0.55995713,0.650816331,0.451606012,0.697864141,0.719722161,0,0.290621642,0.142852116,0.040279613,0.98152577,0,0.006451613,0,0,0,1
103,0.614573859,0.501157356,0.519464559,0.502766107,0.866238696,0.435924952,0.064855262,0.006249495,0.745193802,0.554827785,0.478336222,0.614573859,0.302082256,0.039293894,0.929285441,0.070624586,0.006451613,0.037884203,0.037911302,0.153459605,1
104,0.585330185,0.479789898,0.555361055,0.450897738,0.798357322,0.424014998,0.048006644,0.003359712,0.817757598,0.671079877,0.417310665,0.585330185,0.25416525,0.030263565,0.929285441,0.089734768,0.006451613,0.030021444,0.030042918,0.454548795,1
105,0.57405437,0.518659664,0.649408171,0.399017104,0.729987234,0.411643773,0.073115319,0.008280821,0.80271715,0.657657302,0.345974329,0.57405437,0.230394221,0.052110086,0.954962891,0.384836086,0.195698925,0.293781272,0.290057225,0.149440182,1
106,0.592634861,0.503723007,0.547956923,0.480374591,0.807563111,0.402295075,0.046908792,0.003742287,0.880391576,0.730896594,0.505786249,0.592634861,0.392100656,0.034582866,0.98152577,0.090669505,0.006451613,0.151536812,0.151645207,0.086234793,1
107,0.651983775,0.510697914,0.608274696,0.489620477,0.882190769,0.46506586,0.049651744,0.003481948,0.758885606,0.527886834,0.467455621,0.651983775,0.304640799,0.040579572,0.323297624,0.079222362,0.006451613,0.117583989,0.117668097,0.113209945,1
108,0.64847786,0.41402042,0.602638853,0.507266465,0.81153081,0.37818229,0.045932531,0.003521251,0.700493512,0.398847015,0.40389016,0.64847786,0.398519489,0.037572619,0.929285441,0.046016332,0.230107527,0.015725518,0.011087268,0.172988849,1
109,0.65954528,0.485040276,0.6133027,0.510629976,0.888132344,0.448983899,0.057834877,0.004913521,0.716239836,0.495865306,0.451481103,0.65954528,0.386813781,0.086932238,0.447249677,0.146546016,0.144086022,0.266976412,0.264306152,0.11835574,1
110,0.599687651,0.454819959,0.553872835,0.485167929,0.807487944,0.397238225,0.046874934,0.003091693,0.777092101,0.552279817,0.407558733,0.599687651,0.320636398,0.039391499,0.305474453,0.052836019,0.144086022,0.020014296,0.017167382,0.280546268,1
111,0.634648548,0.481637438,0.622075009,0.472955082,0.860083372,0.460951101,0.058243678,0.00452151,0.703328532,0.473623329,0.452189455,0.634648548,0.301505778,0.044558522,0.904449874,0.356874862,0.006451613,0.264832023,0.265021459,0.186086591,1
112,0.607573066,0.463772494,0.538641457,0.470786029,0.814824565,0.419308093,0.054014735,0.004489138,0.770347972,0.527462284,0.387720774,0.607573066,0.307369349,0.033036271,0.812749322,0.04989627,0.161290323,0.019656898,0.016452074,0.232187388,1
